"","","","","/項目 コード","A1101","A1301","A1302","A1303"
"地域 コード","地域","調査年 コード","調査年","/項目","A1101_総人口【人】","A1301_15歳未満人口【人】","A1302_15～64歳人口【人】","A1303_65歳以上人口【人】"
"01304","北海道 新篠津村","1985100000","1985年度","","4,074","829","2,680","565"
"01304","北海道 新篠津村","1980100000","1980年度","","4,144","945","2,750","449"
"01331","北海道 松前町","2020100000","2020年度","","6,260","377","2,611","3,266"
"01331","北海道 松前町","2015100000","2015年度","","7,337","542","3,421","3,372"
"01331","北海道 松前町","2010100000","2010年度","","8,748","791","4,633","3,324"
"01331","北海道 松前町","2005100000","2005年度","","10,121","1,152","5,781","3,188"
"01331","北海道 松前町","2000100000","2000年度","","11,108","1,460","6,680","2,968"
"01331","北海道 松前町","1995100000","1995年度","","12,151","1,982","7,571","2,598"
"01331","北海道 松前町","1990100000","1990年度","","13,546","2,785","8,487","2,274"
"01331","北海道 松前町","1985100000","1985年度","","16,016","3,982","10,096","1,938"
"01331","北海道 松前町","1980100000","1980年度","","17,524","4,865","10,904","1,755"
"01332","北海道 福島町","2020100000","2020年度","","3,794","228","1,711","1,851"
"01332","北海道 福島町","2015100000","2015年度","","4,422","331","2,238","1,853"
"01332","北海道 福島町","2010100000","2010年度","","5,114","446","2,796","1,872"
"01332","北海道 福島町","2005100000","2005年度","","5,897","607","3,456","1,834"
"01332","北海道 福島町","2000100000","2000年度","","6,795","840","4,205","1,750"
"01332","北海道 福島町","1995100000","1995年度","","7,430","1,142","4,710","1,578"
"01332","北海道 福島町","1990100000","1990年度","","8,111","1,585","5,164","1,362"
"01332","北海道 福島町","1985100000","1985年度","","10,159","2,338","6,530","1,291"
"01332","北海道 福島町","1980100000","1980年度","","11,613","2,999","7,445","1,169"
"01333","北海道 知内町","2020100000","2020年度","","4,167","357","2,160","1,649"
"01333","北海道 知内町","2015100000","2015年度","","4,653","508","2,553","1,592"
"01333","北海道 知内町","2010100000","2010年度","","5,074","636","2,936","1,502"
"01333","北海道 知内町","2005100000","2005年度","","5,447","751","3,242","1,454"
"01333","北海道 知内町","2000100000","2000年度","","5,832","890","3,596","1,346"
"01333","北海道 知内町","1995100000","1995年度","","6,150","1,142","3,905","1,103"
"01333","北海道 知内町","1990100000","1990年度","","6,383","1,420","4,065","898"
"01333","北海道 知内町","1985100000","1985年度","","7,380","1,722","4,822","836"
"01333","北海道 知内町","1980100000","1980年度","","7,363","1,864","4,748","751"
"01334","北海道 木古内町","2020100000","2020年度","","3,832","232","1,678","1,908"
"01334","北海道 木古内町","2015100000","2015年度","","4,547","307","2,236","2,004"
"01334","北海道 木古内町","2010100000","2010年度","","5,341","442","2,830","2,069"
"01334","北海道 木古内町","2005100000","2005年度","","6,024","618","3,384","2,022"
"01334","北海道 木古内町","2000100000","2000年度","","6,665","827","3,958","1,880"
"01334","北海道 木古内町","1995100000","1995年度","","7,171","1,048","4,491","1,632"
"01334","北海道 木古内町","1990100000","1990年度","","7,826","1,403","4,929","1,483"
"01334","北海道 木古内町","1985100000","1985年度","","8,916","1,845","5,777","1,294"
"01334","北海道 木古内町","1980100000","1980年度","","9,514","2,243","6,161","1,110"
"01337","北海道 七飯町","2020100000","2020年度","","27,686","3,215","14,743","9,719"
"01337","北海道 七飯町","2015100000","2015年度","","28,120","3,384","15,672","9,058"
"01337","北海道 七飯町","2010100000","2010年度","","28,463","3,607","16,924","7,922"
"01337","北海道 七飯町","2005100000","2005年度","","28,424","3,975","17,524","6,925"
"01337","北海道 七飯町","2000100000","2000年度","","28,354","4,306","18,084","5,964"
"01337","北海道 七飯町","1995100000","1995年度","","27,040","4,608","17,704","4,728"
"01337","北海道 七飯町","1990100000","1990年度","","23,963","4,496","15,871","3,596"
"01337","北海道 七飯町","1985100000","1985年度","","22,607","4,860","14,898","2,849"
"01337","北海道 七飯町","1980100000","1980年度","","21,267","4,938","14,057","2,272"
"01343","北海道 鹿部町","2020100000","2020年度","","3,760","342","1,901","1,517"
"01343","北海道 鹿部町","2015100000","2015年度","","4,226","423","2,285","1,518"
"01343","北海道 鹿部町","2010100000","2010年度","","4,767","536","2,911","1,320"
"01343","北海道 鹿部町","2005100000","2005年度","","4,919","696","3,106","1,117"
"01343","北海道 鹿部町","2000100000","2000年度","","4,907","841","3,170","896"
"01343","北海道 鹿部町","1995100000","1995年度","","4,822","973","3,134","715"
"01343","北海道 鹿部町","1990100000","1990年度","","4,979","1,120","3,284","575"
"01343","北海道 鹿部町","1985100000","1985年度","","5,107","1,300","3,326","481"
"01343","北海道 鹿部町","1980100000","1980年度","","5,011","1,439","3,126","446"
"01345","北海道 森町","2020100000","2020年度","","14,338","1,364","7,403","5,532"
"01345","北海道 森町","2015100000","2015年度","","15,946","1,795","8,625","5,526"
"01345","北海道 森町","2010100000","2010年度","","17,859","2,185","10,462","5,212"
"01345","北海道 森町","2005100000","2005年度","","19,149","2,491","11,736","4,922"
"01345","北海道 森町","2000100000","2000年度","","20,233","2,777","12,802","4,654"
"01345","北海道 森町","1995100000","1995年度","","21,006","3,314","13,713","3,979"
"01345","北海道 森町","1990100000","1990年度","","22,142","4,187","14,583","3,372"
"01345","北海道 森町","1985100000","1985年度","","23,017","5,332","14,782","2,903"
"01345","北海道 森町","1980100000","1980年度","","23,467","6,013","15,102","2,352"
"01346","北海道 八雲町","2020100000","2020年度","","15,826","1,591","8,504","5,534"
"01346","北海道 八雲町","2015100000","2015年度","","17,252","1,967","9,895","5,369"
"01346","北海道 八雲町","2010100000","2010年度","","18,896","2,339","11,519","5,037"
"01346","北海道 八雲町","2005100000","2005年度","","20,131","2,715","12,546","4,867"
"01346","北海道 八雲町","2000100000","2000年度","","21,438","3,266","13,602","4,565"
"01346","北海道 八雲町","1995100000","1995年度","","22,315","3,982","14,154","4,179"
"01346","北海道 八雲町","1990100000","1990年度","","23,781","4,893","15,275","3,612"
"01346","北海道 八雲町","1985100000","1985年度","","25,621","5,939","16,402","3,280"
"01346","北海道 八雲町","1980100000","1980年度","","26,359","6,353","17,160","2,846"
"01347","北海道 長万部町","2020100000","2020年度","","5,109","415","2,507","2,088"
"01347","北海道 長万部町","2015100000","2015年度","","5,926","507","3,229","2,190"
"01347","北海道 長万部町","2010100000","2010年度","","6,386","582","3,572","2,232"
"01347","北海道 長万部町","2005100000","2005年度","","7,003","704","3,944","2,355"
"01347","北海道 長万部町","2000100000","2000年度","","8,032","964","4,822","2,242"
"01347","北海道 長万部町","1995100000","1995年度","","8,807","1,260","5,586","1,961"
"01347","北海道 長万部町","1990100000","1990年度","","9,127","1,472","6,102","1,553"
"01347","北海道 長万部町","1985100000","1985年度","","10,252","2,065","6,806","1,381"
"01347","北海道 長万部町","1980100000","1980年度","","11,004","2,353","7,475","1,176"
"01361","北海道 江差町","2020100000","2020年度","","7,428","589","3,950","2,846"
"01361","北海道 江差町","2015100000","2015年度","","8,248","818","4,589","2,839"
"01361","北海道 江差町","2010100000","2010年度","","9,004","1,041","5,221","2,742"
"01361","北海道 江差町","2005100000","2005年度","","10,131","1,285","6,167","2,679"
"01361","北海道 江差町","2000100000","2000年度","","10,959","1,540","7,028","2,391"
"01361","北海道 江差町","1995100000","1995年度","","11,301","1,885","7,380","2,036"
"01361","北海道 江差町","1990100000","1990年度","","12,234","2,390","8,012","1,830"
"01361","北海道 江差町","1985100000","1985年度","","13,313","2,955","8,682","1,676"
"01361","北海道 江差町","1980100000","1980年度","","13,930","3,342","9,044","1,544"
"01362","北海道 上ノ国町","2020100000","2020年度","","4,306","388","2,047","1,868"
"01362","北海道 上ノ国町","2015100000","2015年度","","4,876","506","2,427","1,943"
"01362","北海道 上ノ国町","2010100000","2010年度","","5,428","625","2,962","1,841"
"01362","北海道 上ノ国町","2005100000","2005年度","","6,417","865","3,664","1,888"
"01362","北海道 上ノ国町","2000100000","2000年度","","7,152","1,030","4,395","1,726"
"01362","北海道 上ノ国町","1995100000","1995年度","","7,292","1,183","4,616","1,493"
"01362","北海道 上ノ国町","1990100000","1990年度","","7,747","1,398","5,029","1,320"
"01362","北海道 上ノ国町","1985100000","1985年度","","8,522","1,844","5,576","1,102"
"01362","北海道 上ノ国町","1980100000","1980年度","","8,803","2,260","5,609","934"
"01363","北海道 厚沢部町","2020100000","2020年度","","3,592","339","1,713","1,540"
"01363","北海道 厚沢部町","2015100000","2015年度","","4,049","440","2,050","1,556"
"01363","北海道 厚沢部町","2010100000","2010年度","","4,409","484","2,393","1,532"
"01363","北海道 厚沢部町","2005100000","2005年度","","4,775","541","2,717","1,517"
"01363","北海道 厚沢部町","2000100000","2000年度","","5,105","636","3,042","1,427"
"01363","北海道 厚沢部町","1995100000","1995年度","","5,385","768","3,350","1,267"
"01363","北海道 厚沢部町","1990100000","1990年度","","5,755","978","3,731","1,046"
"01363","北海道 厚沢部町","1985100000","1985年度","","6,330","1,273","4,194","863"
"01363","北海道 厚沢部町","1980100000","1980年度","","6,862","1,630","4,492","740"
"01364","北海道 乙部町","2020100000","2020年度","","3,403","284","1,567","1,552"
"01364","北海道 乙部町","2015100000","2015年度","","3,906","385","1,943","1,578"
"01364","北海道 乙部町","2010100000","2010年度","","4,408","495","2,397","1,516"
"01364","北海道 乙部町","2005100000","2005年度","","4,816","593","2,776","1,447"
"01364","北海道 乙部町","2000100000","2000年度","","5,143","689","3,185","1,269"
"01364","北海道 乙部町","1995100000","1995年度","","5,422","854","3,422","1,146"
"01364","北海道 乙部町","1990100000","1990年度","","6,011","1,070","3,926","1,015"
"01364","北海道 乙部町","1985100000","1985年度","","6,719","1,424","4,321","974"
"01364","北海道 乙部町","1980100000","1980年度","","7,031","1,781","4,359","891"
"01367","北海道 奥尻町","2020100000","2020年度","","2,410","163","1,250","997"
"01367","北海道 奥尻町","2015100000","2015年度","","2,690","253","1,442","995"
"01367","北海道 奥尻町","2010100000","2010年度","","3,033","317","1,723","993"
"01367","北海道 奥尻町","2005100000","2005年度","","3,643","469","2,175","999"
"01367","北海道 奥尻町","2000100000","2000年度","","3,921","532","2,443","946"
"01367","北海道 奥尻町","1995100000","1995年度","","4,301","708","2,811","782"
"01367","北海道 奥尻町","1990100000","1990年度","","4,604","921","2,965","718"
"01367","北海道 奥尻町","1985100000","1985年度","","5,069","1,115","3,325","629"
"01367","北海道 奥尻町","1980100000","1980年度","","5,490","1,369","3,570","551"
"01370","北海道 今金町","2020100000","2020年度","","5,072","468","2,515","2,089"
"01370","北海道 今金町","2015100000","2015年度","","5,628","566","2,965","2,097"
"01370","北海道 今金町","2010100000","2010年度","","6,186","659","3,480","2,047"
"01370","北海道 今金町","2005100000","2005年度","","6,466","781","3,740","1,945"
"01370","北海道 今金町","2000100000","2000年度","","6,906","920","4,225","1,761"
"01370","北海道 今金町","1995100000","1995年度","","7,214","1,199","4,532","1,483"
"01370","北海道 今金町","1990100000","1990年度","","7,710","1,459","5,002","1,249"
"01370","北海道 今金町","1985100000","1985年度","","8,431","1,877","5,480","1,074"
"01370","北海道 今金町","1980100000","1980年度","","9,241","2,110","6,103","1,028"
"01371","北海道 せたな町","2020100000","2020年度","","7,398","587","3,323","3,482"
"01371","北海道 せたな町","2015100000","2015年度","","8,473","749","4,135","3,589"
"01371","北海道 せたな町","2010100000","2010年度","","9,590","1,019","4,961","3,610"
"01371","北海道 せたな町","2005100000","2005年度","","10,748","1,243","5,910","3,595"
"01371","北海道 せたな町","2000100000","2000年度","","11,842","1,465","6,984","3,393"
"01371","北海道 せたな町","1995100000","1995年度","","12,446","1,817","7,656","2,973"
"01371","北海道 せたな町","1990100000","1990年度","","13,389","2,270","8,607","2,512"
"01371","北海道 せたな町","1985100000","1985年度","","15,144","3,085","9,726","2,333"
"01371","北海道 せたな町","1980100000","1980年度","","16,051","3,766","10,297","1,988"
"01391","北海道 島牧村","2020100000","2020年度","","1,356","112","680","564"
"01391","北海道 島牧村","2015100000","2015年度","","1,499","118","773","608"
